movieId,title,combined_features
3554,Love and Basketball,drama romance drama romance  
3555,U-571,action thriller war action thriller war  
3556,"Virgin Suicides, The",drama romance drama romance sofia coppola 1970s suicide 
3557,Jennifer 8,mystery thriller mystery thriller  
3559,Limelight,comedy drama romance comedy drama romance in netflix queue 
3563,"Crow: Salvation, The",action horror action horror  
3564,"Flintstones in Viva Rock Vegas, The",children comedy children comedy  
3565,Where the Heart Is,comedy drama comedy drama  
3566,"Big Kahuna, The",comedy drama comedy drama business religion 
3567,Bossa Nova,comedy drama romance comedy drama romance  
3568,Smiling Fish and Goat on Fire,comedy romance comedy romance  
3569,"Idiots, The (Idioterne)",comedy drama comedy drama  
3571,Time Code,comedy drama comedy drama  
3572,Carnosaur,horror sci-fi horror sci-fi  
3573,Carnosaur 2,horror sci-fi horror sci-fi  
3574,Carnosaur 3: Primal Species,horror sci-fi horror sci-fi  
3576,"Hidden, The",action horror sci-fi action horror sci-fi  
3577,Two Moon Junction,drama romance drama romance  
3578,Gladiator,action adventure drama action adventure drama ancient rome epic history imdb top 250 revenge rome russell crowe romans 
3580,Up at the Villa,drama drama  
3581,Human Traffic,comedy comedy  
3584,Breathless,action drama romance thriller action drama romance thriller  
3586,The Idolmaker,drama romance drama romance  
3587,Inferno,horror horror  
3590,"Lords of Flatbush, The",comedy drama comedy drama  
3591,Mr. Mom,comedy drama comedy drama  
3592,"Time Masters (Maîtres du temps, Les)",animation sci-fi animation sci-fi  
3593,Battlefield Earth,action sci-fi action sci-fi  
3594,Center Stage,drama musical drama musical  
3596,Screwed,comedy comedy  
3597,Whipped,comedy comedy  
3598,Hamlet,crime drama romance thriller crime drama romance thriller  
3599,Anchors Aweigh,comedy musical comedy musical  
3604,Gypsy,musical musical  
3606,On the Town,comedy musical romance comedy musical romance  
3608,Pee-wee's Big Adventure,adventure comedy adventure comedy pee wee herman 
3609,Regret to Inform,documentary documentary  
3614,Honeymoon in Vegas,comedy romance comedy romance  
3615,Dinosaur,adventure animation children adventure animation children  
3616,Loser,comedy romance comedy romance  
3617,Road Trip,comedy comedy  
3618,Small Time Crooks,comedy crime comedy crime  
3619,"Hollywood Knights, The",comedy comedy  
3622,"Twelve Chairs, The",comedy comedy  
3623,Mission: Impossible II,action adventure thriller action adventure thriller  
3624,Shanghai Noon,action adventure comedy western action adventure comedy western  
3625,Better Living Through Circuitry,documentary documentary  
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),comedy comedy  
3627,Carnival of Souls,horror thriller horror thriller  
3628,Flying Tigers,action drama romance war action drama romance war  
3629,"Gold Rush, The",adventure comedy romance adventure comedy romance mining 
3632,Monsieur Verdoux,comedy crime comedy crime  
3633,On Her Majesty's Secret Service,action adventure romance thriller action adventure romance thriller  
3634,Seven Days in May,thriller thriller  
3635,"Spy Who Loved Me, The",action adventure thriller action adventure thriller  
3637,Vagabond (Sans toit ni loi),drama drama  
3638,Moonraker,action adventure sci-fi thriller action adventure sci-fi thriller  
3639,"Man with the Golden Gun, The",action adventure thriller action adventure thriller  
3640,"King in New York, A",comedy drama comedy drama  
3641,"Woman of Paris, A",drama drama  
3643,"Fighting Seabees, The",action drama war action drama war  
3646,Big Momma's House,comedy comedy  
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",horror sci-fi horror sci-fi  
3649,American Gigolo,drama drama  
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",horror horror  
3653,"Endless Summer, The",documentary documentary  
3654,"Guns of Navarone, The",action adventure drama war action adventure drama war  
3655,Blow-Out (La grande bouffe),drama drama  
3658,Quatermass and the Pit,horror sci-fi horror sci-fi  
3660,Puppet Master,horror sci-fi thriller horror sci-fi thriller  
3661,Puppet Master II,horror sci-fi thriller horror sci-fi thriller  
3662,Puppet Master III: Toulon's Revenge,horror sci-fi thriller horror sci-fi thriller  
3663,Puppet Master 4,horror sci-fi thriller horror sci-fi thriller  
3664,Puppet Master 5: The Final Chapter,horror sci-fi thriller horror sci-fi thriller  
3667,Rent-A-Cop,action comedy crime action comedy crime  
3668,Romeo and Juliet,drama romance drama romance  
3669,Stay Tuned,comedy comedy  
3671,Blazing Saddles,comedy western comedy western dark humor easygoing silly 
3672,Benji,adventure children adventure children  
3673,Benji the Hunted,adventure children adventure children  
3674,For the Love of Benji,adventure children comedy drama adventure children comedy drama  
3675,White Christmas,comedy musical romance comedy musical romance christmas 
3676,Eraserhead,drama horror drama horror in netflix queue art house atmospheric creepy cryptic dark disturbing dreamlike enigmatic fucked up gruesome hallucinatory insane paranoid strange surreal weird 
3677,Baraka,documentary documentary  
3678,"Man with the Golden Arm, The",drama drama  
3679,"Decline of Western Civilization, The",documentary musical documentary musical  
3680,"Decline of Western Civilization Part II: The Metal Years, The",documentary documentary  
3681,For a Few Dollars More (Per qualche dollaro in più),action drama thriller western action drama thriller western  
3682,Magnum Force,action crime drama thriller action crime drama thriller  
3683,Blood Simple,crime drama film-noir crime drama film-noir coen brothers 
3684,"Fabulous Baker Boys, The",drama romance drama romance  
3685,Prizzi's Honor,comedy drama romance comedy drama romance  
3686,Flatliners,horror sci-fi thriller horror sci-fi thriller  
3687,Light Years (Gandahar),adventure animation fantasy sci-fi adventure animation fantasy sci-fi  
3688,Porky's,comedy comedy  
3689,Porky's II: The Next Day,comedy comedy  
3690,Porky's Revenge,comedy comedy  
3691,Private School,comedy comedy  
3692,Class of Nuke 'Em High,comedy horror comedy horror  
3693,"Toxic Avenger, The",comedy horror comedy horror  
3694,"Toxic Avenger, Part II, The",comedy horror comedy horror  
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",comedy horror comedy horror  
3696,Night of the Creeps,comedy horror sci-fi thriller comedy horror sci-fi thriller  
3697,Predator 2,action sci-fi thriller action sci-fi thriller  
3698,"Running Man, The",action sci-fi action sci-fi  
3699,Starman,adventure drama romance sci-fi adventure drama romance sci-fi  
3700,"Brother from Another Planet, The",drama sci-fi drama sci-fi  
3701,Alien Nation,crime drama sci-fi thriller crime drama sci-fi thriller  
3702,Mad Max,action adventure sci-fi action adventure sci-fi  
3703,"Road Warrior, The (Mad Max 2)",action adventure sci-fi thriller action adventure sci-fi thriller  
3704,Mad Max Beyond Thunderdome,action adventure sci-fi action adventure sci-fi  
3705,Bird on a Wire,action comedy romance action comedy romance  
3706,Angel Heart,film-noir horror mystery thriller film-noir horror mystery thriller  
3707,9 1/2 Weeks (Nine 1/2 Weeks),drama romance drama romance  
3708,Firestarter,horror thriller horror thriller  
3709,Sleepwalkers,horror horror  
3710,Action Jackson,action comedy crime thriller action comedy crime thriller  
3711,Sarafina!,drama drama  
3712,Soapdish,comedy comedy television 
3713,"Long Walk Home, The",drama drama  
3714,Clara's Heart,drama drama  
3715,Burglar,comedy crime comedy crime  
3716,Fatal Beauty,action comedy crime drama action comedy crime drama  
3717,Gone in 60 Seconds,action crime action crime  
3719,Love's Labour's Lost,comedy romance comedy romance  
3720,Sunshine,drama drama  
3723,Hamlet,drama drama shakespeare 
3724,Coming Home,drama war drama war vietnam 
3725,American Pop,animation musical animation musical  
3726,Assault on Precinct 13,action thriller action thriller  
3727,Near Dark,horror western horror western  
3728,One False Move,crime drama film-noir thriller crime drama film-noir thriller  
3729,Shaft,action crime drama thriller action crime drama thriller  
3730,"Conversation, The",drama mystery drama mystery spying 
3731,Cutter's Way,drama thriller drama thriller  
3732,"Fury, The",horror horror  
3733,"Paper Chase, The",drama drama  
3735,Serpico,crime drama crime drama police 
3736,"Ace in the Hole (Big Carnival, The)",drama drama  
3737,Lonely Are the Brave,drama western drama western  
3738,"Sugarland Express, The",drama drama  
3739,Trouble in Paradise,comedy romance comedy romance  
3740,Big Trouble in Little China,action adventure comedy fantasy action adventure comedy fantasy  
3741,Badlands,crime drama thriller crime drama thriller  
3742,Battleship Potemkin,drama war drama war  
3743,Boys and Girls,comedy romance comedy romance  
3744,Shaft,action crime thriller action crime thriller  
3745,Titan A.E.,action adventure animation children sci-fi action adventure animation children sci-fi  
3746,Butterfly (La lengua de las mariposas),drama drama  
3747,Jesus' Son,drama drama  
3751,Chicken Run,animation children comedy animation children comedy  
3752,"Me, Myself & Irene",adventure comedy adventure comedy  
3753,"Patriot, The",action drama war action drama war  
3754,"Adventures of Rocky and Bullwinkle, The",adventure animation children comedy fantasy adventure animation children comedy fantasy  
3755,"Perfect Storm, The",drama thriller drama thriller  
3756,"Golden Bowl, The",drama drama  
3758,Communion,drama sci-fi thriller drama sci-fi thriller  
3760,"Kentucky Fried Movie, The",comedy comedy  
3761,"Blood In, Blood Out",action crime drama thriller action crime drama thriller  
3763,F/X,action crime thriller action crime thriller  
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),action crime thriller action crime thriller  
3765,"Hot Spot, The",crime drama romance crime drama romance  
3766,Missing in Action,action war action war  
3767,Missing in Action 2: The Beginning,action war action war  
3768,Braddock: Missing in Action III,action war action war  
3769,Thunderbolt and Lightfoot,action action  
3770,Dreamscape,horror sci-fi thriller horror sci-fi thriller  
3771,The Golden Voyage of Sinbad,action adventure fantasy action adventure fantasy  
3773,House Party,comedy comedy  
3774,House Party 2,comedy drama romance comedy drama romance  
3783,Croupier,crime drama crime drama  
3784,"Kid, The",comedy fantasy comedy fantasy  
3785,Scary Movie,comedy horror comedy horror  
3786,But I'm a Cheerleader,comedy comedy  
3787,Shower (Xizao),comedy comedy  
3788,Blow-Up (Blowup),drama mystery drama mystery  
3789,"Pawnbroker, The",drama drama  
3790,Groove,drama drama  
3791,Footloose,drama drama  
3792,Duel in the Sun,drama romance western drama romance western  
3793,X-Men,action adventure sci-fi action adventure sci-fi action comic book hugh jackman marvel superhero superhero 
3794,Chuck & Buck,comedy drama comedy drama  
3795,"Five Senses, The",drama drama  
3797,"In Crowd, The",thriller thriller  
3798,What Lies Beneath,drama horror mystery drama horror mystery  
3799,Pokémon the Movie 2000,animation children animation children  
3801,Anatomy of a Murder,drama mystery drama mystery court 
3802,Freejack,action sci-fi action sci-fi  
3806,Mackenna's Gold,western western  
3807,Sinbad and the Eye of the Tiger,adventure fantasy adventure fantasy  
3808,"Two Women (Ciociara, La)",drama war drama war  
3809,What About Bob?,comedy comedy  
3810,White Sands,drama thriller drama thriller  
3811,Breaker Morant,drama war drama war court 
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,comedy comedy  
3813,Interiors,drama drama  
3814,Love and Death,comedy comedy  
3816,"Official Story, The (La historia oficial)",drama drama missing children 
3819,Tampopo,comedy comedy  
3821,Nutty Professor II: The Klumps,comedy comedy  
3822,"Girl on the Bridge, The (Fille sur le pont, La)",drama romance drama romance  
3823,Wonderland,drama drama  
3824,Autumn in New York,drama romance drama romance  
3825,Coyote Ugly,comedy drama romance comedy drama romance  
3826,Hollow Man,horror sci-fi thriller horror sci-fi thriller  
3827,Space Cowboys,action adventure comedy sci-fi action adventure comedy sci-fi  
3830,Psycho Beach Party,comedy horror thriller comedy horror thriller  
3831,Saving Grace,comedy comedy  
3832,"Black Sabbath (Tre volti della paura, I)",horror horror  
3833,"Brain That Wouldn't Die, The",horror sci-fi horror sci-fi  
3834,Bronco Billy,adventure drama romance adventure drama romance  
3835,"Crush, The",thriller thriller  
